features,feature_a,feature_b,depth,n_flagged,z_score,mean_residual,z_a,z_b,controlled_z,bucket_consistent,month_consistent,direction,plausibility,val_n,val_z,val_mean_residual,val_direction,val_consistent,val_status,val_attenuation,oos_n,oos_z,oos_mean_residual,oos_direction,oos_consistent,oos_status,oos_attenuation,synthetic_roi,real_roi,games_per_season
opp_sp_contact_la_allowed_last_10_HIGH × bottom_order_barrel_rate_HIGH,opp_sp_contact_la_allowed_last_10_HIGH,bottom_order_barrel_rate_HIGH,2,146,2.1730935361029915,1.2705479452054795,1.7199797378169484,0.619354901608277,2.006082341101297,4,3,OVER,PLAUSIBLE,231,-0.7087257458003129,0.23160173160173161,UNDER,False,DEAD,,,,,,,,,,,
opp_sp_contact_la_allowed_last_10_HIGH × bottom_order_avg_exit_velo_HIGH,opp_sp_contact_la_allowed_last_10_HIGH,bottom_order_avg_exit_velo_HIGH,2,126,2.1645644936658743,1.3293650793650793,1.7199797378169484,1.7929142189276839,1.8650376235228494,3,3,OVER,PLAUSIBLE,276,-0.8936483315570513,0.20108695652173914,UNDER,False,DEAD,,,,,,,,,,,
opp_sp_contact_la_allowed_last_10_HIGH × bottom_order_xwoba_contact_HIGH,opp_sp_contact_la_allowed_last_10_HIGH,bottom_order_xwoba_contact_HIGH,2,136,2.7829213008957123,1.536764705882353,1.7199797378169484,0.8617599814373214,2.624043727598452,4,3,OVER,PLAUSIBLE,272,0.06336425697785372,0.44669117647058826,OVER,True,WEAK,97.72310280720266,229.0,0.0679839556706355,0.3799126637554585,OVER,True,WEAK,97.55710103448652,,,
opp_sp_contact_la_allowed_last_10_HIGH × bottom_order_coverage_HIGH,opp_sp_contact_la_allowed_last_10_HIGH,bottom_order_coverage_HIGH,2,221,2.0528360934900634,1.081447963800905,1.7199797378169484,0.712732667829336,2.6559623393314835,4,3,OVER,PLAUSIBLE,303,-0.22090331158133814,0.37623762376237624,UNDER,False,DEAD,,,,,,,,,,,
opp_sp_contact_la_allowed_last_10_HIGH × high_lev_bb_rate_last_10_LOW,opp_sp_contact_la_allowed_last_10_HIGH,high_lev_bb_rate_last_10_LOW,2,99,2.4822412919266443,1.5858585858585859,1.7199797378169484,0.1626725309124343,1.7594506377483898,4,3,OVER,PLAUSIBLE,246,0.8324736609406931,0.6565040650406504,OVER,True,WEAK,66.46282278647654,190.0,0.1154444528971538,0.3973684210526316,OVER,True,WEAK,95.34918489702711,,,
opp_sp_contact_la_allowed_last_10_HIGH × high_lev_hr_rate_last_10_HIGH,opp_sp_contact_la_allowed_last_10_HIGH,high_lev_hr_rate_last_10_HIGH,2,118,2.4125557003265805,1.4618644067796611,1.7199797378169484,1.3174582269328283,2.3968802850585127,4,4,OVER,PLAUSIBLE,166,0.4838700178969057,0.5903614457831325,OVER,True,WEAK,79.94367475820742,202.0,1.1633996989968969,0.7277227722772277,OVER,True,THREE_STAGE_SURVIVOR,51.77729165633727,-4.545454545454545,-4.29329871300096,153.0
opp_sp_contact_la_allowed_last_10_HIGH × leverage_gap_k_last_10_LOW,opp_sp_contact_la_allowed_last_10_HIGH,leverage_gap_k_last_10_LOW,2,56,2.7283168851023323,2.107142857142857,1.7199797378169484,0.5899640334879184,2.5272580338822372,4,4,OVER,PLAUSIBLE,35,1.0883532193788403,1.2142857142857142,OVER,True,WEAK,60.10898787741004,72.0,-0.2463972095093833,0.22916666666666666,UNDER,False,DEAD,,,,
opp_sp_contact_la_allowed_last_10_HIGH × high_lev_bb_rate_baseline_LOW,opp_sp_contact_la_allowed_last_10_HIGH,high_lev_bb_rate_baseline_LOW,2,107,2.5765964601791866,1.5841121495327102,1.7199797378169484,0.22899607089238413,2.06418330644349,4,4,OVER,PLAUSIBLE,229,0.3249757823949711,0.5218340611353712,OVER,True,WEAK,87.3874008826213,180.0,0.42693167866598747,0.5027777777777778,OVER,True,WEAK,83.43040187844171,,,
opp_sp_contact_la_allowed_last_10_LOW × batting_xwoba_contact_last_5_LOW,opp_sp_contact_la_allowed_last_10_LOW,batting_xwoba_contact_last_5_LOW,2,121,-2.4027610744511705,-0.5330578512396694,-1.0323657272554014,-1.2337040663398806,-3.2183722650744375,4,4,UNDER,PLAUSIBLE,152,0.8392125549799948,0.7203947368421053,OVER,False,DEAD,,,,,,,,,,,
opp_sp_contact_la_allowed_last_10_LOW × opp_pl_chase_rate_last_5_HIGH,opp_sp_contact_la_allowed_last_10_LOW,opp_pl_chase_rate_last_5_HIGH,2,134,-2.014823202142571,-0.332089552238806,-1.0323657272554014,-1.1572314055937147,-1.8857358367663426,3,4,UNDER,PLAUSIBLE,182,1.8034569168211614,1.0,OVER,False,DEAD,,,,,,,,,,,
opp_sp_contact_la_allowed_last_10_LOW × opp_pl_edge_rate_last_5_LOW,opp_sp_contact_la_allowed_last_10_LOW,opp_pl_edge_rate_last_5_LOW,2,119,-2.6169524897735115,-0.6302521008403361,-1.0323657272554014,-1.0650160817808891,-2.945022886547524,4,4,UNDER,PLAUSIBLE,165,1.260459913366355,0.8484848484848485,OVER,False,DEAD,,,,,,,,,,,
opp_sp_contact_la_allowed_last_10_LOW × opp_pl_pfx_x_std_last_3_HIGH,opp_sp_contact_la_allowed_last_10_LOW,opp_pl_pfx_x_std_last_3_HIGH,2,133,-2.032797795188208,-0.34210526315789475,-1.0323657272554014,-1.0231852881689483,-1.7824735331832944,3,3,UNDER,PLAUSIBLE,197,-0.715108144624555,0.2131979695431472,UNDER,True,WEAK,64.82148168808172,179.0,-1.0123007173865797,0.019553072625698324,UNDER,True,THREE_STAGE_SURVIVOR,50.20160294433737,6.190741773563855,5.9282265086388675,163.0
opp_sp_contact_la_allowed_last_10_LOW × opp_pl_primary_pitch_pct_last_5_LOW,opp_sp_contact_la_allowed_last_10_LOW,opp_pl_primary_pitch_pct_last_5_LOW,2,148,-2.123827522795376,-0.3344594594594595,-1.0323657272554014,-1.2609736448831435,-1.6760156226421987,3,4,UNDER,PLAUSIBLE,200,0.853478853963063,0.6875,OVER,False,DEAD,,,,,,,,,,,
opp_sp_contact_la_allowed_last_10_LOW × opp_pl_primary_pitch_pct_season_baseline_LOW,opp_sp_contact_la_allowed_last_10_LOW,opp_pl_primary_pitch_pct_season_baseline_LOW,2,171,-2.237428729301486,-0.31871345029239767,-1.0323657272554014,-1.2245947446386372,-1.804674111523125,3,4,UNDER,PLAUSIBLE,197,1.1239584972366807,0.7715736040609137,OVER,False,DEAD,,,,,,,,,,,
opp_sp_contact_la_allowed_last_10_LOW × opp_pl_sl_pct_last_3_LOW,opp_sp_contact_la_allowed_last_10_LOW,opp_pl_sl_pct_last_3_LOW,2,110,-2.435454846317668,-0.5954545454545455,-1.0323657272554014,-0.9099050007021325,-2.4048878574848302,4,3,UNDER,PLAUSIBLE,156,0.21362327803107362,0.5032051282051282,OVER,False,DEAD,,,,,,,,,,,
opp_sp_contact_la_allowed_last_10_LOW × opp_pl_sl_pct_last_5_LOW,opp_sp_contact_la_allowed_last_10_LOW,opp_pl_sl_pct_last_5_LOW,2,109,-2.8599757740090257,-0.7844036697247706,-1.0323657272554014,-1.2033390675001276,-2.9926596255765174,4,3,UNDER,PLAUSIBLE,153,0.47733684673871596,0.5947712418300654,OVER,False,DEAD,,,,,,,,,,,
opp_sp_contact_la_allowed_last_10_LOW × opp_pl_velo_effective_mean_last_3_LOW,opp_sp_contact_la_allowed_last_10_LOW,opp_pl_velo_effective_mean_last_3_LOW,2,98,-2.4135541746234717,-0.6479591836734694,-1.0323657272554014,-0.6210402676617524,-3.1963531184483673,4,4,UNDER,PLAUSIBLE,154,0.7229242427232327,0.6785714285714286,OVER,False,DEAD,,,,,,,,,,,
opp_sp_contact_la_allowed_last_10_LOW × opp_pl_velo_effective_mean_last_5_LOW,opp_sp_contact_la_allowed_last_10_LOW,opp_pl_velo_effective_mean_last_5_LOW,2,102,-2.3072559842471554,-0.5784313725490197,-1.0323657272554014,-0.6673374978380792,-2.938069640056385,4,3,UNDER,PLAUSIBLE,164,0.4384482934646379,0.5762195121951219,OVER,False,DEAD,,,,,,,,,,,
opp_sp_contact_la_allowed_last_10_LOW × opp_pl_zone_rate_last_5_LOW,opp_sp_contact_la_allowed_last_10_LOW,opp_pl_zone_rate_last_5_LOW,2,134,-2.014823202142571,-0.332089552238806,-1.0323657272554014,-1.1572314055937147,-1.8857358367663426,3,4,UNDER,PLAUSIBLE,182,1.8034569168211614,1.0,OVER,False,DEAD,,,,,,,,,,,
opp_sp_contact_la_allowed_last_10_LOW × top_order_barrel_rate_LOW,opp_sp_contact_la_allowed_last_10_LOW,top_order_barrel_rate_LOW,2,128,-2.193513009461922,-0.421875,-1.0323657272554014,-1.3021319580067994,-2.4768598746369763,4,4,UNDER,PLAUSIBLE,78,-0.1611423407503664,0.3525641025641026,UNDER,True,WEAK,92.65368657239488,98.0,-0.18541670378545158,0.2755102040816326,UNDER,True,WEAK,91.54704335075108,,,
opp_sp_contact_la_allowed_last_10_LOW × high_lev_bb_rate_last_10_LOW,opp_sp_contact_la_allowed_last_10_LOW,high_lev_bb_rate_last_10_LOW,2,110,-2.6038927334977764,-0.6681818181818182,-1.0323657272554014,0.1626725309124343,-2.8631626192514963,3,3,UNDER,PLAUSIBLE,150,0.7367393869890058,0.6866666666666666,OVER,False,DEAD,,,,,,,,,,,
opp_sp_contact_la_allowed_last_10_LOW × high_lev_hr_rate_last_10_LOW,opp_sp_contact_la_allowed_last_10_LOW,high_lev_hr_rate_last_10_LOW,2,113,-2.2235997218041264,-0.4911504424778761,-1.0323657272554014,-1.8294922401111575,-2.821080217338684,4,3,UNDER,PLAUSIBLE,96,-1.4923269628772007,-0.21875,UNDER,True,PASS,32.88688839795342,131.0,0.396011061709583,0.5152671755725191,OVER,False,DEAD,,,,
opp_sp_contact_la_allowed_last_10_LOW × exit_prob_by_7_last_5_HIGH,opp_sp_contact_la_allowed_last_10_LOW,exit_prob_by_7_last_5_HIGH,2,245,-2.479438464633182,-0.2612244897959184,-1.0323657272554014,-1.208073993931313,-2.748835701012761,3,4,UNDER,PLAUSIBLE,300,-0.24515932987896613,0.37,UNDER,True,WEAK,90.11230432309858,312.0,-0.7144001826956146,0.1778846153846154,UNDER,True,WEAK,71.18701702478808,,,
opp_sp_contact_la_allowed_last_10_LOW × exit_prob_by_7_last_10_HIGH,opp_sp_contact_la_allowed_last_10_LOW,exit_prob_by_7_last_10_HIGH,2,201,-2.0509938921631266,-0.19900497512437812,-1.0323657272554014,-0.9855465307170687,-2.8104664173242853,3,4,UNDER,PLAUSIBLE,240,-0.09507015529471287,0.4041666666666667,UNDER,True,WEAK,95.36467877071809,255.0,-1.187151382675855,0.025490196078431372,UNDER,True,THREE_STAGE_SURVIVOR,42.11823900539268,2.949494949494945,2.9637410878443404,225.0
opp_sp_workload_ip_last_3_HIGH × opp_sp_damage_hits_per_bf_last_10_HIGH,opp_sp_workload_ip_last_3_HIGH,opp_sp_damage_hits_per_bf_last_10_HIGH,2,69,2.167350185468179,1.6376811594202898,1.478035369061698,0.03488779845435836,2.7157411904358963,3,4,OVER,PLAUSIBLE,103,1.206424314431127,0.9368932038834952,OVER,True,PASS,44.336437991421214,70.0,-0.25735150112389543,0.22142857142857142,UNDER,False,DEAD,,,,
opp_sp_workload_ip_last_3_HIGH × park_factor_runs_LOW,opp_sp_workload_ip_last_3_HIGH,park_factor_runs_LOW,2,166,2.4215217362602925,1.3072289156626506,1.478035369061698,-0.6436062893558794,4.446561393283354,5,4,OVER,PLAUSIBLE,258,1.3364231457924884,0.7848837209302325,OVER,True,PASS,44.81060707485491,229.0,-0.4317719714886427,0.2314410480349345,UNDER,False,DEAD,,,,
opp_sp_workload_ip_last_3_HIGH × park_factor_hr_LOW,opp_sp_workload_ip_last_3_HIGH,park_factor_hr_LOW,2,166,2.4215217362602925,1.3072289156626506,1.478035369061698,-0.6436062893558794,4.446561393283354,5,4,OVER,PLAUSIBLE,258,1.3364231457924884,0.7848837209302325,OVER,True,PASS,44.81060707485491,229.0,-0.4317719714886427,0.2314410480349345,UNDER,False,DEAD,,,,
opp_sp_workload_ip_last_3_HIGH × batting_hard_hit_rate_last_3_LOW,opp_sp_workload_ip_last_3_HIGH,batting_hard_hit_rate_last_3_LOW,2,134,2.7256329587583967,1.5223880597014925,1.478035369061698,0.277120507132122,2.395873870656857,5,4,OVER,PLAUSIBLE,253,0.30434425448575414,0.5118577075098815,OVER,True,WEAK,88.83399712687685,151.0,-0.15959916405115282,0.30132450331125826,UNDER,False,DEAD,,,,
opp_sp_workload_ip_last_3_HIGH × batting_barrel_rate_last_10_HIGH,opp_sp_workload_ip_last_3_HIGH,batting_barrel_rate_last_10_HIGH,2,154,2.175527757909934,1.25,1.478035369061698,0.7187683732360793,2.2547376017617684,4,4,OVER,PLAUSIBLE,176,0.8802306523924769,0.7130681818181818,OVER,True,PASS,59.53944282291626,242.0,-0.47972935730426525,0.22107438016528927,UNDER,False,DEAD,,,,
opp_sp_workload_ip_last_3_HIGH × opp_pl_primary_mix_drift_last_3_HIGH,opp_sp_workload_ip_last_3_HIGH,opp_pl_primary_mix_drift_last_3_HIGH,2,138,2.2943869845517906,1.3405797101449275,1.478035369061698,1.5029651223410423,2.3974708953402786,3,4,OVER,PLAUSIBLE,234,1.7611349193058896,0.9209401709401709,OVER,True,PASS,23.241592147981606,168.0,0.7047639141562032,0.6041666666666666,OVER,True,THREE_STAGE_SURVIVOR,69.28312795960709,3.3631108775617418,3.4872131561726194,173.0
opp_sp_workload_ip_last_3_HIGH × opp_pl_secondary_pitch_pct_last_5_LOW,opp_sp_workload_ip_last_3_HIGH,opp_pl_secondary_pitch_pct_last_5_LOW,2,138,2.1909991862147096,1.3007246376811594,1.478035369061698,0.9694844998395734,1.7010770400061754,5,3,OVER,PLAUSIBLE,210,0.7794215005559965,0.6595238095238095,OVER,True,WEAK,64.42620766543654,151.0,-0.00573863203653505,0.3576158940397351,UNDER,False,DEAD,,,,
opp_sp_workload_ip_last_3_HIGH × opp_pl_spin_ff_mean_last_5_HIGH,opp_sp_workload_ip_last_3_HIGH,opp_pl_spin_ff_mean_last_5_HIGH,2,124,2.368600723751376,1.4193548387096775,1.478035369061698,0.8818963563534776,2.56285102427182,4,4,OVER,PLAUSIBLE,160,-0.30333378762593044,0.328125,UNDER,False,DEAD,,,,,,,,,,,
opp_sp_workload_ip_last_3_HIGH × opp_pl_velo_drift_last_3_HIGH,opp_sp_workload_ip_last_3_HIGH,opp_pl_velo_drift_last_3_HIGH,2,130,2.085984324495158,1.2846153846153847,1.478035369061698,0.17324895981386804,1.7915106164580612,4,4,OVER,PLAUSIBLE,184,2.1939239436661917,1.1195652173913044,OVER,True,PASS,-5.174517272422778,174.0,0.9849308853778205,0.6954022988505747,OVER,True,THREE_STAGE_SURVIVOR,52.78339948138442,4.169960474308302,4.055608354070661,153.0
opp_sp_workload_ip_last_3_HIGH × opp_pl_velo_std_last_5_HIGH,opp_sp_workload_ip_last_3_HIGH,opp_pl_velo_std_last_5_HIGH,2,132,2.225570145431465,1.3333333333333333,1.478035369061698,1.1712055206801295,3.190883835307123,4,4,OVER,PLAUSIBLE,159,-0.5568138528951121,0.24213836477987422,UNDER,False,DEAD,,,,,,,,,,,
opp_sp_workload_ip_last_3_HIGH × bottom_order_avg_exit_velo_HIGH,opp_sp_workload_ip_last_3_HIGH,bottom_order_avg_exit_velo_HIGH,2,156,2.392929730838903,1.3237179487179487,1.478035369061698,1.7929142189276839,2.077163733011887,4,4,OVER,PLAUSIBLE,290,0.7469638068681254,0.6172413793103448,OVER,True,WEAK,68.78454903035293,246.0,0.5319567693327167,0.5121951219512195,OVER,True,WEAK,77.76964519780421,,,
opp_sp_workload_ip_last_3_HIGH × bottom_order_coverage_HIGH,opp_sp_workload_ip_last_3_HIGH,bottom_order_coverage_HIGH,2,255,2.3534904667294754,1.1235294117647059,1.478035369061698,0.712732667829336,3.397031685801456,5,4,OVER,PLAUSIBLE,343,-0.032933138754656865,0.4227405247813411,UNDER,False,DEAD,,,,,,,,,,,
opp_sp_workload_ip_last_3_HIGH × lineup_quality_ev_HIGH,opp_sp_workload_ip_last_3_HIGH,lineup_quality_ev_HIGH,2,147,2.2302351328266714,1.2891156462585034,1.478035369061698,1.5308793476378326,2.7507858721351313,4,4,OVER,PLAUSIBLE,275,-0.5354201485537635,0.2927272727272727,UNDER,False,DEAD,,,,,,,,,,,
opp_sp_workload_ip_last_3_HIGH × lineup_quality_xwoba_HIGH,opp_sp_workload_ip_last_3_HIGH,lineup_quality_xwoba_HIGH,2,138,3.676023925965513,1.8731884057971016,1.478035369061698,2.5472982787234884,4.0128451157882505,4,4,OVER,PLAUSIBLE,349,-0.2472151732028577,0.37392550143266473,UNDER,False,DEAD,,,,,,,,,,,
opp_sp_workload_ip_last_3_HIGH × lineup_coverage_overall_HIGH,opp_sp_workload_ip_last_3_HIGH,lineup_coverage_overall_HIGH,2,191,2.283009129342849,1.2041884816753927,1.478035369061698,0.19738725153375963,2.5694987718298252,4,3,OVER,PLAUSIBLE,296,0.2335832175125216,0.48817567567567566,OVER,True,WEAK,89.76862534142572,253.0,-0.11198523727544774,0.32806324110671936,UNDER,False,DEAD,,,,
opp_sp_workload_ip_last_3_HIGH × med_lev_k_rate_last_10_HIGH,opp_sp_workload_ip_last_3_HIGH,med_lev_k_rate_last_10_HIGH,2,136,2.1107111914043846,1.275735294117647,1.478035369061698,-0.1811562134603649,2.2393310843155687,4,3,OVER,PLAUSIBLE,169,0.6909127780002945,0.6568047337278107,OVER,True,WEAK,67.26635170107815,114.0,-2.19800120976327,-0.5657894736842105,UNDER,False,DEAD,,,,
opp_sp_workload_ip_last_3_LOW × batting_avg_exit_velo_last_3_LOW,opp_sp_workload_ip_last_3_LOW,batting_avg_exit_velo_last_3_LOW,2,132,-2.3872913719213025,-0.48484848484848486,0.06536066830136861,-0.7915546124920972,-3.4111735708277098,4,4,UNDER,PLAUSIBLE,277,-1.1800872822397879,0.12815884476534295,UNDER,True,PASS,50.5679408839798,251.0,-1.5624656900417069,-0.08366533864541832,UNDER,True,THREE_STAGE_SURVIVOR,34.550691699428896,7.481513701609391,7.438924745119291,209.0
opp_sp_workload_ip_last_3_LOW × opp_pl_ff_pct_last_3_LOW,opp_sp_workload_ip_last_3_LOW,opp_pl_ff_pct_last_3_LOW,2,106,-2.5169189022349334,-0.6509433962264151,0.06536066830136861,-1.272401920595943,-3.7477918611421703,4,4,UNDER,PLAUSIBLE,192,-0.17140224551074967,0.3776041666666667,UNDER,True,WEAK,93.18999728761422,202.0,0.06788266928082505,0.3811881188118812,OVER,False,DEAD,,,,
opp_sp_workload_ip_last_3_LOW × opp_pl_ff_pct_last_5_LOW,opp_sp_workload_ip_last_3_LOW,opp_pl_ff_pct_last_5_LOW,2,100,-2.0671638156007583,-0.48,0.06536066830136861,-0.5520683430720474,-3.341962423116187,4,4,UNDER,PLAUSIBLE,169,-0.40115581474017176,0.2988165680473373,UNDER,True,WEAK,80.59390302245649,189.0,-0.27482897647466986,0.2698412698412698,UNDER,True,WEAK,86.70502190486538,,,
opp_sp_workload_ip_last_3_LOW × opp_pl_velo_mean_last_5_HIGH,opp_sp_workload_ip_last_3_LOW,opp_pl_velo_mean_last_5_HIGH,2,103,-2.121006075556322,-0.49029126213592233,0.06536066830136861,-0.8344777722488255,-2.3837117490475026,3,3,UNDER,PLAUSIBLE,179,-0.4389551017119195,0.2905027932960894,UNDER,True,WEAK,79.3043920632436,262.0,-1.1783035267975859,0.03244274809160305,UNDER,True,THREE_STAGE_SURVIVOR,44.446008883377345,5.202312138728324,5.413884204178054,173.0
opp_sp_workload_ip_last_3_LOW × high_lev_k_rate_last_5_HIGH,opp_sp_workload_ip_last_3_LOW,high_lev_k_rate_last_5_HIGH,2,106,2.6735736724581027,1.6320754716981132,0.06536066830136861,1.1159909333575648,2.856135751783054,4,4,OVER,PLAUSIBLE,180,-1.9144605873583298,-0.17777777777777778,UNDER,False,DEAD,,,,,,,,,,,
opp_sp_workload_ip_last_5_HIGH × opp_sp_damage_hr_rate_last_10_HIGH,opp_sp_workload_ip_last_5_HIGH,opp_sp_damage_hr_rate_last_10_HIGH,2,86,2.8520699347649825,1.8488372093023255,1.0588806003835425,1.3409929788648376,2.5441673390295323,4,3,OVER,PLAUSIBLE,84,0.8539578874022085,0.8273809523809523,OVER,True,WEAK,70.05831178986932,89.0,0.6244635744258955,0.6573033707865169,OVER,True,WEAK,78.10489964449793,,,
opp_sp_workload_ip_last_5_HIGH × batting_hard_hit_rate_last_3_LOW,opp_sp_workload_ip_last_5_HIGH,batting_hard_hit_rate_last_3_LOW,2,133,2.6871505294336164,1.5112781954887218,1.0588806003835425,0.277120507132122,2.934368018696548,4,4,OVER,PLAUSIBLE,223,0.6055999592355978,0.6031390134529148,OVER,True,WEAK,77.46311743230689,123.0,-0.8472654823852296,0.016260162601626018,UNDER,False,DEAD,,,,
opp_sp_workload_ip_last_5_HIGH × batting_barrel_rate_last_3_LOW,opp_sp_workload_ip_last_5_HIGH,batting_barrel_rate_last_3_LOW,2,142,-2.0897223433933267,-0.3380281690140845,1.0588806003835425,-1.366533605212984,-2.2276341216875024,3,4,UNDER,PLAUSIBLE,187,2.0597217294740853,1.072192513368984,OVER,False,DEAD,,,,,,,,,,,
opp_sp_workload_ip_last_5_HIGH × batting_barrel_rate_last_5_HIGH,opp_sp_workload_ip_last_5_HIGH,batting_barrel_rate_last_5_HIGH,2,135,2.136685640241043,1.288888888888889,1.0588806003835425,0.408561844338067,1.9203780748464037,4,3,OVER,PLAUSIBLE,156,-0.6694026455545034,0.20192307692307693,UNDER,False,DEAD,,,,,,,,,,,
opp_sp_workload_ip_last_5_HIGH × batting_barrel_rate_last_10_HIGH,opp_sp_workload_ip_last_5_HIGH,batting_barrel_rate_last_10_HIGH,2,137,2.2830512087142334,1.3394160583941606,1.0588806003835425,0.7187683732360793,2.4897578162098575,4,4,OVER,PLAUSIBLE,159,0.39228076107214627,0.5628930817610063,OVER,True,WEAK,82.81769766815391,211.0,-0.3506631979740693,0.25118483412322273,UNDER,False,DEAD,,,,
opp_sp_workload_ip_last_5_HIGH × opp_pl_spin_sl_mean_last_3_HIGH,opp_sp_workload_ip_last_5_HIGH,opp_pl_spin_sl_mean_last_3_HIGH,2,64,2.3961798796926823,1.8125,1.0588806003835425,0.30799457550185644,2.298704098313208,4,4,OVER,PLAUSIBLE,100,0.679764979523026,0.72,OVER,True,WEAK,71.6313042570824,68.0,-0.24170286358690252,0.22794117647058823,UNDER,False,DEAD,,,,
opp_sp_workload_ip_last_5_HIGH × lineup_quality_xwoba_HIGH,opp_sp_workload_ip_last_5_HIGH,lineup_quality_xwoba_HIGH,2,128,2.9105126509370742,1.62109375,1.0588806003835425,2.5472982787234884,3.4205357903226217,4,4,OVER,PLAUSIBLE,317,0.06707274953593056,0.44637223974763407,OVER,True,WEAK,97.69550049836286,250.0,-0.7445935864357827,0.148,UNDER,False,DEAD,,,,
opp_sp_workload_ip_last_5_HIGH × high_lev_hr_rate_last_5_HIGH,opp_sp_workload_ip_last_5_HIGH,high_lev_hr_rate_last_5_HIGH,2,121,2.3750658406734586,1.4338842975206612,1.0588806003835425,0.9528259533289781,1.9629775993052334,4,4,OVER,PLAUSIBLE,129,0.299349955224878,0.5426356589147286,OVER,True,WEAK,87.39614076803882,151.0,0.021413226554279834,0.3675496688741722,OVER,True,WEAK,99.09841545494974,,,
opp_sp_workload_ip_last_5_LOW × opp_sp_damage_hr_rate_last_10_LOW,opp_sp_workload_ip_last_5_LOW,opp_sp_damage_hr_rate_last_10_LOW,2,75,2.2385547491436415,1.6266666666666667,0.5410476733657104,0.9711224852972684,2.712872575275918,3,4,OVER,PLAUSIBLE,150,-0.8726886082925961,0.12666666666666668,UNDER,False,DEAD,,,,,,,,,,,
opp_sp_workload_ip_last_5_LOW × high_lev_k_rate_last_5_HIGH,opp_sp_workload_ip_last_5_LOW,high_lev_k_rate_last_5_HIGH,2,113,2.419248072248915,1.4867256637168142,0.5410476733657104,1.1159909333575648,1.5698131133724387,4,4,OVER,PLAUSIBLE,154,-0.005087297996990274,0.42857142857142855,UNDER,False,DEAD,,,,,,,,,,,
opp_sp_workload_ip_last_10_HIGH × opp_sp_damage_hr_rate_last_10_HIGH,opp_sp_workload_ip_last_10_HIGH,opp_sp_damage_hr_rate_last_10_HIGH,2,72,3.3092508903144386,2.2222222222222223,1.7744349635143328,1.3409929788648376,3.025875712031019,4,4,OVER,PLAUSIBLE,70,2.32448433249834,1.6142857142857143,OVER,True,PASS,29.75799026596403,80.0,0.24179181944633424,0.48125,OVER,True,WEAK,92.69345759930097,,,
opp_sp_workload_ip_last_10_HIGH × opp_sp_damage_hits_per_bf_last_10_LOW,opp_sp_workload_ip_last_10_HIGH,opp_sp_damage_hits_per_bf_last_10_LOW,2,196,2.5726248522414217,1.288265306122449,1.7744349635143328,1.0346939763791945,3.6224812133095727,4,4,OVER,PLAUSIBLE,282,0.09292841879885944,0.45390070921985815,OVER,True,WEAK,96.38779751669216,263.0,-1.4553096169908954,-0.043726235741444866,UNDER,False,DEAD,,,,
opp_sp_workload_ip_last_10_HIGH × temperature_HIGH,opp_sp_workload_ip_last_10_HIGH,temperature_HIGH,2,121,2.1442044561191174,1.3388429752066116,1.7744349635143328,0.6767066717023689,3.404194681338705,4,4,OVER,PLAUSIBLE,189,-0.30434258118426266,0.335978835978836,UNDER,False,DEAD,,,,,,,,,,,
opp_sp_workload_ip_last_10_HIGH × batting_barrel_rate_last_1_HIGH,opp_sp_workload_ip_last_10_HIGH,batting_barrel_rate_last_1_HIGH,2,111,2.365747246305495,1.472972972972973,1.7744349635143328,0.6792218710152772,3.6473740957127045,4,4,OVER,PLAUSIBLE,168,0.5559217502565645,0.6130952380952381,OVER,True,WEAK,76.50121959880845,165.0,-1.469339796807386,-0.15454545454545454,UNDER,False,DEAD,,,,
opp_sp_workload_ip_last_10_HIGH × batting_hard_hit_rate_last_3_LOW,opp_sp_workload_ip_last_10_HIGH,batting_hard_hit_rate_last_3_LOW,2,120,3.3315003671065675,1.8333333333333333,1.7744349635143328,0.277120507132122,3.2313010059384655,4,4,OVER,PLAUSIBLE,206,0.31643473837282676,0.5242718446601942,OVER,True,WEAK,90.50173484904482,104.0,-0.07438511120133702,0.3269230769230769,UNDER,False,DEAD,,,,
opp_sp_workload_ip_last_10_HIGH × batting_xwoba_contact_last_3_HIGH,opp_sp_workload_ip_last_10_HIGH,batting_xwoba_contact_last_3_HIGH,2,113,2.3153812312186455,1.4424778761061947,1.7744349635143328,0.677013216359469,2.853455149758402,3,4,OVER,PLAUSIBLE,135,0.9473463824051488,0.7777777777777778,OVER,True,PASS,59.08464793477937,139.0,-0.7074989420511595,0.08992805755395683,UNDER,False,DEAD,,,,
opp_sp_workload_ip_last_10_HIGH × batting_xwoba_contact_last_5_HIGH,opp_sp_workload_ip_last_10_HIGH,batting_xwoba_contact_last_5_HIGH,2,122,2.42616670271761,1.4508196721311475,1.7744349635143328,-0.18623095543858437,2.820668303494309,3,4,OVER,PLAUSIBLE,129,0.14439541593696237,0.4844961240310077,OVER,True,WEAK,94.04841325308679,124.0,-0.1319288872136057,0.3064516129032258,UNDER,False,DEAD,,,,
opp_sp_workload_ip_last_10_HIGH × batting_avg_exit_velo_last_10_LOW,opp_sp_workload_ip_last_10_HIGH,batting_avg_exit_velo_last_10_LOW,2,125,2.5476094754172074,1.488,1.7744349635143328,0.2980279702042262,2.719665467866184,4,4,OVER,PLAUSIBLE,205,0.48815142926381044,0.5756097560975609,OVER,True,WEAK,80.83884386621428,117.0,0.7282327089089997,0.6623931623931624,OVER,True,WEAK,71.41505729445676,,,
