features,feature_a,feature_b,depth,n_flagged,z_score,mean_residual,z_a,z_b,controlled_z,bucket_consistent,month_consistent,direction,plausibility,val_n,val_z,val_mean_residual,val_direction,val_consistent,val_attenuation,val_status,oos_n,oos_z,oos_mean_residual,oos_direction,oos_consistent,oos_attenuation,oos_status,synthetic_roi,real_roi,games_per_season
opp_sp_workload_bf_last_10_HIGH × opp_sp_damage_hr_rate_last_10_HIGH,opp_sp_workload_bf_last_10_HIGH,opp_sp_damage_hr_rate_last_10_HIGH,2,88,2.1035726570434137,1.4715909090909092,0.2002418164726616,1.3409929788648376,2.142843380889942,4,3,OVER,PLAUSIBLE,72,1.3832157683001685,1.125,OVER,True,34.24445009452214,PASS,90,0.659443352531877,0.6722222222222223,OVER,True,68.65126810220431,THREE_STAGE_SURVIVOR,-0.5007704160246554,-0.6853231734564202,78
opp_sp_workload_pitches_last_3_HIGH × opp_sp_damage_hr_rate_last_10_HIGH,opp_sp_workload_pitches_last_3_HIGH,opp_sp_damage_hr_rate_last_10_HIGH,2,116,2.021405376479537,1.3060344827586208,-0.08520997242771183,1.3409929788648376,1.7395997747128422,4,3,OVER,PLAUSIBLE,84,0.08585480742437923,0.47023809523809523,OVER,True,95.75271697486511,WEAK,57,1.9149059717723664,1.5,OVER,True,5.268582242155161,THREE_STAGE_SURVIVOR,3.6363636363636354,3.365069543010768,81
opp_sp_workload_pitches_last_3_LOW × batting_total_bip_last_3_HIGH,opp_sp_workload_pitches_last_3_LOW,batting_total_bip_last_3_HIGH,2,150,2.011861773880335,1.2,0.43039388957449054,1.6890867690033482,2.7920573374389273,4,3,OVER,PLAUSIBLE,230,1.7875433783047454,0.9326086956521739,OVER,True,11.149791625243735,PASS,276,2.0112487070982925,0.9039855072463768,OVER,True,0.030472609500408067,THREE_STAGE_SURVIVOR,5.724971231300346,5.780919596211476,210
opp_sp_workload_pitches_last_5_HIGH × park_factor_runs_HIGH,opp_sp_workload_pitches_last_5_HIGH,park_factor_runs_HIGH,2,129,-2.145256302372545,-0.3992248062015504,-0.4129354919324458,-0.19848441207391893,-2.3365074798102317,4,4,UNDER,PLAUSIBLE,150,-1.380424821089768,-0.05,UNDER,True,35.65221929132253,PASS,131,-0.8769128065145091,0.015267175572519083,UNDER,True,59.12316838110729,THREE_STAGE_SURVIVOR,4.707792207792203,4.6225201312843245,130
opp_sp_workload_pitches_last_5_HIGH × park_factor_hr_HIGH,opp_sp_workload_pitches_last_5_HIGH,park_factor_hr_HIGH,2,129,-2.145256302372545,-0.3992248062015504,-0.4129354919324458,-0.19848441207391893,-2.3365074798102317,4,4,UNDER,PLAUSIBLE,150,-1.380424821089768,-0.05,UNDER,True,35.65221929132253,PASS,131,-0.8769128065145091,0.015267175572519083,UNDER,True,59.12316838110729,THREE_STAGE_SURVIVOR,4.707792207792203,4.6225201312843245,130
opp_sp_workload_pitches_last_5_HIGH × exit_prob_by_7_last_5_HIGH,opp_sp_workload_pitches_last_5_HIGH,exit_prob_by_7_last_5_HIGH,2,259,-2.0120073294841228,-0.11003861003861004,-0.4129354919324458,-1.208073993931313,-2.4556309690242193,3,3,UNDER,PLAUSIBLE,283,-1.4476341076412809,0.0636042402826855,UNDER,True,28.05025675465838,PASS,242,-0.9873244885718683,0.0743801652892562,UNDER,True,50.92838509564388,THREE_STAGE_SURVIVOR,4.7330831618448155,4.59260664457557,250
opp_sp_workload_pitches_last_5_HIGH × exit_prob_by_7_last_10_HIGH,opp_sp_workload_pitches_last_5_HIGH,exit_prob_by_7_last_10_HIGH,2,204,-2.172968576547605,-0.23284313725490197,-0.4129354919324458,-0.9855465307170687,-3.2272472996390498,4,4,UNDER,PLAUSIBLE,221,-1.737923009764111,-0.06787330316742081,UNDER,True,20.02079420194335,PASS,190,-1.4659712721060145,-0.11842105263157894,UNDER,True,32.536011430264764,THREE_STAGE_SURVIVOR,6.275957544993073,6.041376474448401,197
opp_sp_workload_pitches_last_10_LOW × batting_total_bip_last_3_HIGH,opp_sp_workload_pitches_last_10_LOW,batting_total_bip_last_3_HIGH,2,130,2.3764974265023926,1.4,0.8375609715874978,1.6890867690033482,1.6974543164430114,3,4,OVER,PLAUSIBLE,184,1.60574712986876,0.9347826086956522,OVER,True,32.43219571956295,PASS,221,1.937671277853089,0.9457013574660633,OVER,True,18.46524821594886,THREE_STAGE_SURVIVOR,4.26861939632077,4.395470729890172,169
opp_sp_workload_ppbf_last_3_LOW × bottom_order_avg_exit_velo_HIGH,opp_sp_workload_ppbf_last_3_LOW,bottom_order_avg_exit_velo_HIGH,2,142,2.2280316009400285,1.3028169014084507,0.6382109691454058,1.7929142189276839,3.1479733084358155,3,4,OVER,PLAUSIBLE,283,1.2375583025533736,0.7438162544169611,OVER,True,44.4550830414059,PASS,268,0.8708875939157951,0.5988805970149254,OVER,True,60.91224228828895,THREE_STAGE_SURVIVOR,0.9338093930238954,1.0409458290215667,220
opp_sp_workload_ppbf_last_10_HIGH × opp_pl_velo_ff_mean_last_3_LOW,opp_sp_workload_ppbf_last_10_HIGH,opp_pl_velo_ff_mean_last_3_LOW,2,74,2.047140711526991,1.5337837837837838,-0.13848899540543977,0.2866864719052263,2.463090092914762,4,3,OVER,PLAUSIBLE,76,0.2905935396821697,0.5723684210526315,OVER,True,85.80490642162981,WEAK,74,0.8372823873919077,0.7972972972972973,OVER,True,59.09991029549859,THREE_STAGE_SURVIVOR,-2.761257434154629,-2.659204180340935,71
opp_sp_workload_ppbf_last_10_LOW × batting_total_bip_last_10_LOW,opp_sp_workload_ppbf_last_10_LOW,batting_total_bip_last_10_LOW,2,123,-2.968773934363447,-0.7560975609756098,-0.2945281098792579,-1.8549474419237761,-3.3536160452042223,3,4,UNDER,PLAUSIBLE,207,-0.15618266937123595,0.38405797101449274,UNDER,True,94.73915249782317,WEAK,190,-2.192131553995224,-0.35526315789473684,UNDER,True,26.160374536390812,THREE_STAGE_SURVIVOR,8.982035928143713,9.000825869068962,167
opp_sp_damage_hr_rate_last_3_LOW × park_factor_runs_HIGH,opp_sp_damage_hr_rate_last_3_LOW,park_factor_runs_HIGH,2,138,-2.4708506297118626,-0.4963768115942029,-1.5136448633881254,-0.19848441207391893,-2.695066662830826,3,4,UNDER,PLAUSIBLE,270,-0.7881061276930661,0.22592592592592592,UNDER,True,68.10385386246635,WEAK,251,-2.025778018710382,-0.2151394422310757,UNDER,True,18.012930674541934,THREE_STAGE_SURVIVOR,7.0432762126052815,7.249888029873719,208
opp_sp_damage_hr_rate_last_3_LOW × park_factor_hr_HIGH,opp_sp_damage_hr_rate_last_3_LOW,park_factor_hr_HIGH,2,138,-2.4708506297118626,-0.4963768115942029,-1.5136448633881254,-0.19848441207391893,-2.695066662830826,3,4,UNDER,PLAUSIBLE,270,-0.7881061276930661,0.22592592592592592,UNDER,True,68.10385386246635,WEAK,251,-2.025778018710382,-0.2151394422310757,UNDER,True,18.012930674541934,THREE_STAGE_SURVIVOR,7.0432762126052815,7.249888029873719,208
opp_sp_damage_hr_rate_last_3_LOW × batting_avg_exit_velo_last_3_LOW,opp_sp_damage_hr_rate_last_3_LOW,batting_avg_exit_velo_last_3_LOW,2,128,-2.6229147858626023,-0.59375,-1.5136448633881254,-0.7915546124920972,-3.4119743002310923,3,4,UNDER,PLAUSIBLE,314,-0.7034463593194121,0.2611464968152866,UNDER,True,73.18073911089458,WEAK,222,-1.9460503184527649,-0.22747747747747749,UNDER,True,25.80581233740828,THREE_STAGE_SURVIVOR,7.0518266779948995,7.069287366563803,214
opp_sp_damage_hr_rate_last_3_LOW × batting_hard_hit_rate_last_5_HIGH,opp_sp_damage_hr_rate_last_3_LOW,batting_hard_hit_rate_last_5_HIGH,2,130,-2.0586692641413897,-0.36153846153846153,-1.5136448633881254,-1.1389577548010699,-2.587481471966029,3,4,UNDER,PLAUSIBLE,202,-0.12257978454891318,0.3935643564356436,UNDER,True,94.04567860005247,WEAK,296,-0.7560087973270482,0.16216216216216217,UNDER,True,63.27682107585372,THREE_STAGE_SURVIVOR,4.189986386325821,4.367549035683571,200
opp_sp_damage_hr_rate_last_3_LOW × opp_pl_chase_rate_last_5_LOW,opp_sp_damage_hr_rate_last_3_LOW,opp_pl_chase_rate_last_5_LOW,2,123,-2.082733388431873,-0.3943089430894309,-1.5136448633881254,-1.1053602859490004,-2.817909298500484,3,4,UNDER,PLAUSIBLE,230,-1.0981674760377782,0.12173913043478261,UNDER,True,47.27277710448537,PASS,322,-1.7146682078503026,-0.06987577639751552,UNDER,True,17.672217799259137,THREE_STAGE_SURVIVOR,10.945623155824084,10.824533277873162,215
opp_sp_damage_hr_rate_last_3_LOW × opp_pl_edge_rate_last_3_HIGH,opp_sp_damage_hr_rate_last_3_LOW,opp_pl_edge_rate_last_3_HIGH,2,139,-2.526679793848557,-0.5143884892086331,-1.5136448633881254,-1.0118572594222668,-3.7451738798002414,3,4,UNDER,PLAUSIBLE,255,-0.8410089553833049,0.20588235294117646,UNDER,True,66.71485807458383,WEAK,285,-2.1413034397506103,-0.21052631578947367,UNDER,True,15.252283056847252,THREE_STAGE_SURVIVOR,11.83082759589715,11.85163574427941,215
opp_sp_damage_hr_rate_last_3_LOW × opp_pl_pfx_z_mean_last_3_LOW,opp_sp_damage_hr_rate_last_3_LOW,opp_pl_pfx_z_mean_last_3_LOW,2,141,-2.1723226690933455,-0.3723404255319149,-1.5136448633881254,-1.1421295900091049,-2.3043421936862662,4,3,UNDER,PLAUSIBLE,252,-1.8394943760913693,-0.06349206349206349,UNDER,True,15.321310122905796,PASS,246,-1.5314849998749671,-0.07926829268292683,UNDER,True,29.50011424802939,THREE_STAGE_SURVIVOR,7.3285357614921445,7.359861352066588,206
opp_sp_damage_hr_rate_last_3_LOW × opp_pl_zone_rate_last_5_HIGH,opp_sp_damage_hr_rate_last_3_LOW,opp_pl_zone_rate_last_5_HIGH,2,123,-2.082733388431873,-0.3943089430894309,-1.5136448633881254,-1.1053602859490004,-2.817909298500484,3,4,UNDER,PLAUSIBLE,230,-1.0981674760377782,0.12173913043478261,UNDER,True,47.27277710448537,PASS,322,-1.7146682078503026,-0.06987577639751552,UNDER,True,17.672217799259137,THREE_STAGE_SURVIVOR,10.945623155824084,10.824533277873162,215
opp_sp_damage_hr_rate_last_10_HIGH × top_order_hard_hit_rate_HIGH,opp_sp_damage_hr_rate_last_10_HIGH,top_order_hard_hit_rate_HIGH,2,121,2.023755038090765,1.2892561983471074,1.3409929788648376,0.5348937490512525,2.347034587374107,4,4,OVER,PLAUSIBLE,223,0.12632437782723535,0.4663677130044843,OVER,True,93.7579215147298,WEAK,236,0.6169121879812798,0.5402542372881356,OVER,True,69.51645943457257,THREE_STAGE_SURVIVOR,-3.6885914803329554,-3.5179392707650914,185
opp_sp_damage_hr_rate_last_10_HIGH × middle_order_hard_hit_rate_LOW,opp_sp_damage_hr_rate_last_10_HIGH,middle_order_hard_hit_rate_LOW,2,131,2.049913797818329,1.2671755725190839,1.3409929788648376,0.7567663508736308,1.6123536094902917,3,3,OVER,PLAUSIBLE,162,0.41092221018590674,0.5679012345679012,OVER,True,79.95417121328514,WEAK,193,1.2500566169116565,0.7642487046632125,OVER,True,39.01906420445289,THREE_STAGE_SURVIVOR,2.7659574468085104,2.6796353117837457,156
opp_sp_damage_hits_per_bf_last_5_HIGH × batting_total_bip_last_5_LOW,opp_sp_damage_hits_per_bf_last_5_HIGH,batting_total_bip_last_5_LOW,2,126,-2.5568497936507564,-0.5753968253968254,-0.28601050502886216,-1.4272063918184266,-2.6446650900226256,3,3,UNDER,PLAUSIBLE,195,-0.6790971463740842,0.2230769230769231,UNDER,True,73.44008443278764,WEAK,195,-1.642954678718271,-0.16923076923076924,UNDER,True,35.74301146676259,THREE_STAGE_SURVIVOR,8.81430942282869,9.173118793471136,164
opp_sp_damage_hits_per_bf_last_5_HIGH × batting_total_bip_last_10_LOW,opp_sp_damage_hits_per_bf_last_5_HIGH,batting_total_bip_last_10_LOW,2,122,-2.332038663733555,-0.5,-0.28601050502886216,-1.8549474419237761,-3.034303541191542,4,4,UNDER,PLAUSIBLE,200,-0.5652160599675897,0.26,UNDER,True,75.7630064733709,WEAK,185,-2.2575584403523026,-0.3864864864864865,UNDER,True,3.1937816700693498,THREE_STAGE_SURVIVOR,8.525084873632592,8.903569479267093,160
opp_sp_damage_hits_per_bf_last_5_HIGH × opp_pl_sl_pct_last_3_LOW,opp_sp_damage_hits_per_bf_last_5_HIGH,opp_pl_sl_pct_last_3_LOW,2,135,-2.852257614825911,-0.6555555555555556,-0.28601050502886216,-0.9099050007021325,-3.6343957988599596,4,4,UNDER,PLAUSIBLE,170,-0.6236895050127035,0.22647058823529412,UNDER,True,78.13347918607379,WEAK,161,-1.0415352602103243,-0.009316770186335404,UNDER,True,63.48382927276732,THREE_STAGE_SURVIVOR,8.283288465520808,8.411195662003944,146
opp_sp_damage_hits_per_bf_last_5_HIGH × opp_pl_sl_pct_last_5_LOW,opp_sp_damage_hits_per_bf_last_5_HIGH,opp_pl_sl_pct_last_5_LOW,2,136,-3.077614724106142,-0.7389705882352942,-0.28601050502886216,-1.2033390675001276,-4.180869021404861,4,4,UNDER,PLAUSIBLE,169,-0.9878042323280256,0.10650887573964497,UNDER,True,67.90357725446215,WEAK,157,-0.9404171913780426,0.022292993630573247,UNDER,True,69.44330997600177,THREE_STAGE_SURVIVOR,8.590492076730605,8.73905426005872,145
opp_sp_damage_hits_per_bf_last_10_LOW × batting_avg_exit_velo_last_10_LOW,opp_sp_damage_hits_per_bf_last_10_LOW,batting_avg_exit_velo_last_10_LOW,2,121,2.2646538741474695,1.3884297520661157,1.0346939763791945,0.2980279702042262,3.006179497076678,3,4,OVER,PLAUSIBLE,262,0.8083200371593554,0.6431297709923665,OVER,True,64.30712673636947,WEAK,158,1.2681630945689115,0.8132911392405063,OVER,True,44.001902054621375,THREE_STAGE_SURVIVOR,1.6481609993060353,1.4849615206276923,174
wind_speed_HIGH × high_lev_hr_rate_last_10_HIGH,wind_speed_HIGH,high_lev_hr_rate_last_10_HIGH,2,131,2.6576583110817107,1.5076335877862594,0.755178115552178,1.3174582269328283,3.231276332980861,4,4,OVER,PLAUSIBLE,210,0.8199040873980032,0.6714285714285714,OVER,True,69.14937921179609,WEAK,125,1.2043491683666412,0.844,OVER,True,54.68382209462994,THREE_STAGE_SURVIVOR,5.581777139339214,5.80350656551698,147
wind_direction_HIGH × opp_pl_heart_drift_last_5_HIGH,wind_direction_HIGH,opp_pl_heart_drift_last_5_HIGH,2,108,-2.257903424897395,-0.5277777777777778,-1.0726697147902746,-0.6039394627167616,-3.089313231096945,4,3,UNDER,PLAUSIBLE,155,-0.08857480445177755,0.4,UNDER,True,96.07712165741532,WEAK,179,-1.2201173365324816,-0.05027932960893855,UNDER,True,45.962377173508784,THREE_STAGE_SURVIVOR,8.002560819462229,7.91081849761619,142
wind_direction_HIGH × med_lev_k_rate_last_5_HIGH,wind_direction_HIGH,med_lev_k_rate_last_5_HIGH,2,140,-2.3301904338959876,-0.4357142857142857,-1.0726697147902746,-1.6171009084047816,-2.405764654219303,3,4,UNDER,PLAUSIBLE,188,-0.2892291872728553,0.3404255319148936,UNDER,True,87.58774462955479,WEAK,118,-0.7770099685849478,0.038135593220338986,UNDER,True,66.65465803643278,THREE_STAGE_SURVIVOR,8.0784644589749,8.105283858691358,143
wind_direction_HIGH × exit_prob_by_4_last_10_HIGH,wind_direction_HIGH,exit_prob_by_4_last_10_HIGH,2,187,-2.2493427514055475,-0.2887700534759358,-1.0726697147902746,0.4249843471267157,-2.8360173878661152,4,4,UNDER,PLAUSIBLE,227,-0.6336219986998199,0.2511013215859031,UNDER,True,71.83079375947092,WEAK,222,-0.8189378810716316,0.11261261261261261,UNDER,True,63.592125719395064,THREE_STAGE_SURVIVOR,4.500891265597151,4.739857376391976,204
park_factor_runs_HIGH × batting_total_bip_last_3_HIGH,park_factor_runs_HIGH,batting_total_bip_last_3_HIGH,2,174,2.0362646148386743,1.1551724137931034,-0.19848441207391893,1.6890867690033482,3.0128198143255362,3,3,OVER,PLAUSIBLE,223,0.01632670340564381,0.4349775784753363,OVER,True,99.19820325478979,WEAK,280,2.2236219411778086,0.9571428571428572,OVER,True,-9.20103040507719,THREE_STAGE_SURVIVOR,-0.9881422924901202,-0.8736800959014301,214
park_factor_runs_HIGH × batting_total_bip_last_5_LOW,park_factor_runs_HIGH,batting_total_bip_last_5_LOW,2,151,-2.23503608594454,-0.3675496688741722,-0.19848441207391893,-1.4272063918184266,-1.6920616171312743,3,4,UNDER,PLAUSIBLE,310,-0.9582484680185874,0.19838709677419356,UNDER,True,57.12604042302852,PASS,291,-2.368921594835059,-0.2646048109965636,UNDER,True,-5.9903063638428025,THREE_STAGE_SURVIVOR,5.677076748008597,5.885550048954036,239
park_factor_runs_HIGH × batting_total_bip_last_10_LOW,park_factor_runs_HIGH,batting_total_bip_last_10_LOW,2,140,-2.7034510070255178,-0.5785714285714286,-0.19848441207391893,-1.8549474419237761,-1.6643331166400255,3,4,UNDER,PLAUSIBLE,315,-1.2302698909942225,0.1349206349206349,UNDER,True,54.49261378152986,PASS,290,-2.8123997839044734,-0.38275862068965516,UNDER,True,-4.029988951004774,THREE_STAGE_SURVIVOR,8.056690500510728,8.11781592124381,237
park_factor_hr_HIGH × batting_total_bip_last_3_HIGH,park_factor_hr_HIGH,batting_total_bip_last_3_HIGH,2,174,2.0362646148386743,1.1551724137931034,-0.19848441207391893,1.6890867690033482,3.0128198143255362,3,3,OVER,PLAUSIBLE,223,0.01632670340564381,0.4349775784753363,OVER,True,99.19820325478979,WEAK,280,2.2236219411778086,0.9571428571428572,OVER,True,-9.20103040507719,THREE_STAGE_SURVIVOR,-0.9881422924901202,-0.8736800959014301,214
park_factor_hr_HIGH × batting_total_bip_last_5_LOW,park_factor_hr_HIGH,batting_total_bip_last_5_LOW,2,151,-2.23503608594454,-0.3675496688741722,-0.19848441207391893,-1.4272063918184266,-1.6920616171312743,3,4,UNDER,PLAUSIBLE,310,-0.9582484680185874,0.19838709677419356,UNDER,True,57.12604042302852,PASS,291,-2.368921594835059,-0.2646048109965636,UNDER,True,-5.9903063638428025,THREE_STAGE_SURVIVOR,5.677076748008597,5.885550048954036,239
park_factor_hr_HIGH × batting_total_bip_last_10_LOW,park_factor_hr_HIGH,batting_total_bip_last_10_LOW,2,140,-2.7034510070255178,-0.5785714285714286,-0.19848441207391893,-1.8549474419237761,-1.6643331166400255,3,4,UNDER,PLAUSIBLE,315,-1.2302698909942225,0.1349206349206349,UNDER,True,54.49261378152986,PASS,290,-2.8123997839044734,-0.38275862068965516,UNDER,True,-4.029988951004774,THREE_STAGE_SURVIVOR,8.056690500510728,8.11781592124381,237
batting_total_bip_last_1_HIGH × opp_pl_velo_drift_last_3_LOW,batting_total_bip_last_1_HIGH,opp_pl_velo_drift_last_3_LOW,2,107,2.0429000758393756,1.3504672897196262,1.0600795064583888,0.5852062405666961,2.1041109086744947,4,4,OVER,PLAUSIBLE,184,0.8099784994369414,0.6847826086956522,OVER,True,60.35153608263772,WEAK,170,2.053111592033506,1.0676470588235294,OVER,True,-0.49985392408069046,THREE_STAGE_SURVIVOR,2.7641277641277595,2.708512625907167,148
batting_avg_exit_velo_last_1_LOW × exit_prob_by_7_last_10_HIGH,batting_avg_exit_velo_last_1_LOW,exit_prob_by_7_last_10_HIGH,2,215,-2.4030523413998863,-0.28604651162790695,-0.7389177727483136,-0.9855465307170687,-2.2651839913758596,3,3,UNDER,PLAUSIBLE,382,-1.6074120374487488,0.07984293193717278,UNDER,True,33.10957028458403,PASS,349,-1.1435082758966808,0.08452722063037249,UNDER,True,52.41434170216469,THREE_STAGE_SURVIVOR,3.5760924158714227,3.652850636290861,301
batting_hard_hit_rate_last_1_LOW × batting_total_bip_last_10_LOW,batting_hard_hit_rate_last_1_LOW,batting_total_bip_last_10_LOW,2,150,-2.252280202681169,-0.37666666666666665,-0.8504385117566212,-1.8549474419237761,-1.7679400294714849,3,4,UNDER,PLAUSIBLE,338,-2.0734468480257644,-0.05029585798816568,UNDER,True,7.940102410104971,PASS,247,-2.0783629757528006,-0.23481781376518218,UNDER,True,7.721829047794902,THREE_STAGE_SURVIVOR,8.01080108010801,8.01076888847463,235
batting_barrel_rate_last_1_LOW × high_lev_bb_rate_baseline_HIGH,batting_barrel_rate_last_1_LOW,high_lev_bb_rate_baseline_HIGH,2,136,-2.4716788507618466,-0.5036764705882353,-1.0810572310829079,-0.653051275500399,-2.515532653601313,4,4,UNDER,PLAUSIBLE,166,-1.592423280486235,-0.0963855421686747,UNDER,True,35.57321251523426,PASS,180,-1.4796629515523114,-0.1361111111111111,UNDER,True,40.135307178105506,THREE_STAGE_SURVIVOR,10.850439882697945,10.772450347295859,155
batting_total_bip_last_3_HIGH × opp_pl_pfx_z_std_last_5_HIGH,batting_total_bip_last_3_HIGH,opp_pl_pfx_z_std_last_5_HIGH,2,123,2.218047688449475,1.3617886178861789,1.6890867690033482,1.459378407595209,2.4300042798758654,4,4,OVER,PLAUSIBLE,159,1.657740246361824,0.9905660377358491,OVER,True,25.26128924123059,PASS,189,0.8820073493340462,0.6481481481481481,OVER,True,60.23496907090339,THREE_STAGE_SURVIVOR,2.603123748498197,2.6522971610285273,151
batting_total_bip_last_3_HIGH × bottom_order_avg_exit_velo_HIGH,batting_total_bip_last_3_HIGH,bottom_order_avg_exit_velo_HIGH,2,159,2.5651903240315117,1.3773584905660377,1.6890867690033482,1.7929142189276839,2.4652151179339765,4,4,OVER,PLAUSIBLE,327,2.2746309787008174,0.9663608562691132,OVER,True,11.327009251853273,PASS,294,1.981464593074246,0.8792517006802721,OVER,True,22.755649960501525,THREE_STAGE_SURVIVOR,-0.06101281269066296,0.12061998142012254,248
batting_total_bip_last_3_HIGH × bottom_order_coverage_LOW,batting_total_bip_last_3_HIGH,bottom_order_coverage_LOW,2,158,2.106977296192859,1.2151898734177216,1.6890867690033482,-0.9082842493479317,1.8526537945883148,3,3,OVER,PLAUSIBLE,311,1.2663746635460036,0.7363344051446945,OVER,True,39.89614098669965,PASS,360,3.0715024946653355,1.0875,OVER,True,-45.77767402692461,THREE_STAGE_SURVIVOR,2.7787307032590016,2.9158242283794156,265
batting_total_bip_last_3_HIGH × lineup_quality_xwoba_HIGH,batting_total_bip_last_3_HIGH,lineup_quality_xwoba_HIGH,2,143,3.2274472821088747,1.6783216783216783,1.6890867690033482,2.5472982787234884,3.1612371939616573,4,4,OVER,PLAUSIBLE,391,1.0056947108891405,0.6470588235294118,OVER,True,68.83931407759508,WEAK,340,2.4994259055343617,0.9691176470588235,OVER,True,22.557188791595383,THREE_STAGE_SURVIVOR,2.919000430848771,3.383478704918552,281
batting_total_bip_last_3_HIGH × lineup_coverage_overall_LOW,batting_total_bip_last_3_HIGH,lineup_coverage_overall_LOW,2,216,2.5464555852939683,1.2407407407407407,1.6890867690033482,-0.1899743938123392,2.41509516784073,3,4,OVER,PLAUSIBLE,356,0.8930536143549493,0.6320224719101124,OVER,True,64.92954287078786,WEAK,433,2.808564138901053,0.9665127020785219,OVER,True,-10.293073836464588,THREE_STAGE_SURVIVOR,1.6862929816297672,1.8244218934368561,321
batting_total_bip_last_3_HIGH × low_lev_bb_rate_last_5_HIGH,batting_total_bip_last_3_HIGH,low_lev_bb_rate_last_5_HIGH,2,105,2.4698269622834728,1.5476190476190477,1.6890867690033482,0.41247084805112144,2.570646343939046,3,4,OVER,PLAUSIBLE,168,0.8184350168994858,0.6994047619047619,OVER,True,66.86265761133308,WEAK,178,1.7500670095747712,0.949438202247191,OVER,True,29.1421206303153,THREE_STAGE_SURVIVOR,2.11416490486258,2.463762534713476,143
batting_total_bip_last_3_HIGH × low_lev_bb_rate_last_10_HIGH,batting_total_bip_last_3_HIGH,low_lev_bb_rate_last_10_HIGH,2,129,2.1029219066964315,1.2945736434108528,1.6890867690033482,0.7573852562766372,2.691844850418628,3,3,OVER,PLAUSIBLE,177,0.1381703715125527,0.4745762711864407,OVER,True,93.42960044913839,WEAK,198,4.232884243937722,1.7121212121212122,OVER,True,-101.28585043784805,THREE_STAGE_SURVIVOR,5.70999248685199,5.829200192328021,161
batting_total_bip_last_3_HIGH × exit_prob_by_6_last_10_HIGH,batting_total_bip_last_3_HIGH,exit_prob_by_6_last_10_HIGH,2,115,2.6573254820198415,1.5782608695652174,1.6890867690033482,0.5226995763049413,3.3697159901263465,3,4,OVER,PLAUSIBLE,143,0.6959264025456835,0.6783216783216783,OVER,True,73.81102137263564,WEAK,206,1.400957549766669,0.7985436893203883,OVER,True,47.279414612703114,THREE_STAGE_SURVIVOR,1.0191602119853211,1.363552277076785,148
batting_total_bip_last_3_LOW × batting_avg_exit_velo_last_3_LOW,batting_total_bip_last_3_LOW,batting_avg_exit_velo_last_3_LOW,2,169,-2.2351334912160876,-0.3224852071005917,-1.129341623454688,-0.7915546124920972,-2.7273501695249727,3,3,UNDER,PLAUSIBLE,375,-0.3558913273141127,0.352,UNDER,True,84.07740169825473,WEAK,278,-1.6008802406072058,-0.07194244604316546,UNDER,True,28.37652664153846,THREE_STAGE_SURVIVOR,1.4959723820483308,1.3376408806448525,263
batting_total_bip_last_3_LOW × opp_pl_pfx_x_mean_last_3_HIGH,batting_total_bip_last_3_LOW,opp_pl_pfx_x_mean_last_3_HIGH,2,114,-2.636900110881214,-0.6622807017543859,-1.129341623454688,-0.2358872902745789,-3.480441969880257,4,3,UNDER,PLAUSIBLE,239,-0.4530295625257441,0.3054393305439331,UNDER,True,82.81961608419259,WEAK,182,-1.6564935156553175,-0.19230769230769232,UNDER,True,37.18027054495661,THREE_STAGE_SURVIVOR,7.222914072229135,7.057330745693502,170
batting_total_bip_last_3_LOW × opp_pl_pfx_x_mean_last_5_HIGH,batting_total_bip_last_3_LOW,opp_pl_pfx_x_mean_last_5_HIGH,2,108,-2.427893767818824,-0.6018518518518519,-1.129341623454688,0.139546585524144,-3.4702522619581053,4,4,UNDER,PLAUSIBLE,223,-0.36866515706992614,0.3251121076233184,UNDER,True,84.81543295030045,WEAK,171,-1.9478127895330943,-0.30994152046783624,UNDER,True,19.773557832269812,THREE_STAGE_SURVIVOR,7.036896158235067,6.837661893884062,159
batting_total_bip_last_3_LOW × top_order_avg_exit_velo_LOW,batting_total_bip_last_3_LOW,top_order_avg_exit_velo_LOW,2,164,-2.3934377301428045,-0.3902439024390244,-1.129341623454688,-1.70264635305697,-2.9855977011887274,4,4,UNDER,PLAUSIBLE,185,-0.46769640050863653,0.28378378378378377,UNDER,True,80.4592200324037,WEAK,229,-1.4165851220672205,-0.0611353711790393,UNDER,True,40.81378829175974,THREE_STAGE_SURVIVOR,3.063241106719362,3.214141316822361,184
batting_total_bip_last_3_LOW × exit_prob_by_5_last_5_HIGH,batting_total_bip_last_3_LOW,exit_prob_by_5_last_5_HIGH,2,195,-2.4264634413472175,-0.33076923076923076,-1.129341623454688,-0.9548936757154578,-3.1429028879266725,4,4,UNDER,PLAUSIBLE,338,-0.5864656741803211,0.2943786982248521,UNDER,True,75.83043436027602,WEAK,337,-1.1113869284461544,0.08753709198813056,UNDER,True,54.19725228462161,THREE_STAGE_SURVIVOR,5.502392344497608,5.746827544338906,278
batting_total_bip_last_3_LOW × exit_prob_by_7_last_5_HIGH,batting_total_bip_last_3_LOW,exit_prob_by_7_last_5_HIGH,2,304,-2.3007289985466426,-0.14144736842105263,-1.129341623454688,-1.208073993931313,-2.9730375779241256,3,4,UNDER,PLAUSIBLE,566,-0.7107637532823866,0.3030035335689046,UNDER,True,69.10701983017677,WEAK,502,-1.6090394723498755,0.036852589641434265,UNDER,True,30.063928721448868,THREE_STAGE_SURVIVOR,3.669597729003666,3.744853209388199,437
